graph_id,lambda2,domain,seed,final_diversity,final_best_fitness,final_mean_fitness
rand3_12_s148,0.1677,nk4,10,0.06600000000000002,0.7652013120002347,0.7569339634651298
rand3_12_s148,0.1677,nk4,11,0.025,0.7726600492515928,0.7645506941670153
rand3_12_s148,0.1677,nk4,12,0.03200000000000001,0.7751042829849776,0.7659390458498709
rand3_12_s148,0.1677,nk4,13,0.027499999999999997,0.7607401833585807,0.7524771546727201
rand3_12_s148,0.1677,nk4,14,0.028500000000000004,0.7602961898466765,0.7520528037873239
rand3_12_s148,0.1677,nk4,15,0.022000000000000006,0.7704234720064902,0.7610269166041654
rand3_12_s148,0.1677,nk4,16,0.17550000000000002,0.766152064878731,0.7575803907663263
rand3_12_s148,0.1677,nk4,17,0.20799999999999996,0.7477435824524639,0.734944013300703
rand3_12_s148,0.1677,nk4,18,0.12249999999999997,0.7735951960244045,0.7609467274972851
rand3_12_s148,0.1677,nk4,19,0.09099999999999998,0.758014162337966,0.74887829362628
rand3_12_s114,0.2907,onemax,0,0.013999999999999999,1.0,0.9925
rand3_12_s114,0.2907,onemax,1,0.0115,1.0,0.9924666666666667
rand3_12_s114,0.2907,onemax,2,0.015000000000000003,1.0,0.9919333333333333
rand3_12_s114,0.2907,onemax,3,0.015500000000000003,1.0,0.9923
rand3_12_s114,0.2907,onemax,4,0.016500000000000004,1.0,0.9906333333333334
rand3_12_s114,0.2907,onemax,5,0.015999999999999997,1.0,0.9924000000000001
rand3_12_s114,0.2907,onemax,6,0.021500000000000002,1.0,0.9920833333333333
rand3_12_s114,0.2907,onemax,7,0.018500000000000006,1.0,0.9924000000000001
rand3_12_s114,0.2907,onemax,8,0.017500000000000005,1.0,0.9911666666666668
rand3_12_s114,0.2907,onemax,9,0.0105,1.0,0.9923333333333333
rand3_12_s114,0.2907,onemax,10,0.018000000000000006,1.0,0.9915000000000002
rand3_12_s114,0.2907,onemax,11,0.014499999999999999,1.0,0.9918166666666667
rand3_12_s114,0.2907,onemax,12,0.014500000000000002,1.0,0.9914666666666666
rand3_12_s114,0.2907,onemax,13,0.0155,1.0,0.991416666666667
rand3_12_s114,0.2907,onemax,14,0.019500000000000007,1.0,0.9913666666666667
rand3_12_s114,0.2907,onemax,15,0.019000000000000006,1.0,0.9921833333333332
rand3_12_s114,0.2907,onemax,16,0.017500000000000005,1.0,0.9919166666666668
rand3_12_s114,0.2907,onemax,17,0.0175,1.0,0.9919666666666668
rand3_12_s114,0.2907,onemax,18,0.020500000000000008,1.0,0.9902333333333333
rand3_12_s114,0.2907,onemax,19,0.0115,1.0,0.9930166666666665
rand3_12_s114,0.2907,nk4,0,0.021500000000000002,0.7692800256617771,0.7601241861499289
rand3_12_s114,0.2907,nk4,1,0.034499999999999996,0.77353489669605,0.7633363440805648
rand3_12_s114,0.2907,nk4,2,0.017,0.761191876587623,0.7520368935271139
rand3_12_s114,0.2907,nk4,3,0.03000000000000001,0.7609806400438599,0.7523295846088678
rand3_12_s114,0.2907,nk4,4,0.0995,0.7693732349631641,0.7594805518336487
rand3_12_s114,0.2907,nk4,5,0.024000000000000007,0.7671745344843741,0.7582065829178987
rand3_12_s114,0.2907,nk4,6,0.028000000000000004,0.7628000744496221,0.753537167994717
rand3_12_s114,0.2907,nk4,7,0.11099999999999999,0.7723425361783679,0.756685088213022
rand3_12_s114,0.2907,nk4,8,0.129,0.7640800173948383,0.753282701790416
rand3_12_s114,0.2907,nk4,9,0.025,0.7633472882644324,0.7542095970297362
rand3_12_s114,0.2907,nk4,10,0.07250000000000002,0.7662077863896364,0.7576740471015957
rand3_12_s114,0.2907,nk4,11,0.05600000000000001,0.7782585739189843,0.7679237492857586
rand3_12_s114,0.2907,nk4,12,0.018500000000000006,0.7652272262486423,0.7566143035951481
rand3_12_s114,0.2907,nk4,13,0.021500000000000005,0.7668340149118649,0.7581523243586651
rand3_12_s114,0.2907,nk4,14,0.06200000000000002,0.759743932885392,0.7507202754319793
rand3_12_s114,0.2907,nk4,15,0.18049999999999997,0.7569593119315476,0.7458613541238854
rand3_12_s114,0.2907,nk4,16,0.014000000000000004,0.7657058460567867,0.7575779400984739
rand3_12_s114,0.2907,nk4,17,0.20949999999999996,0.7635780155083853,0.7484647434954337
rand3_12_s114,0.2907,nk4,18,0.025,0.7821068619639874,0.7706237971677283
